complete_sentence,question_text,english_translation,hint,alternate_correct_responses,option_a,option_b,option_c,option_d,correct_option,cefr_level,topic,explanation,resource
Bisogna ridurre le emissioni di CO2 per combattere il cambiamento climatico.,Bisogna ridurre le ___ di CO2 per combattere il cambiamento climatico.,We need to reduce CO2 emissions to fight climate change.,,,emissioni,immissioni,ammissioni,remissioni,A,B2,Ambiente (dibattito),"In environmental contexts, 'emissioni' refers to the release of gases or pollutants into the atmosphere. This is the correct term for CO2 emissions in climate change discussions.",https://www.lawlessitalian.com/vocabulary/environment
Il sistema sanitario pubblico garantisce cure gratuite a tutti i cittadini.,Il sistema sanitario pubblico garantisce cure ___ a tutti i cittadini.,The public health system guarantees free healthcare to all citizens.,,,gratuite,gratuiti,gratuita,gratuito,A,B2,Sanità e società,"The adjective 'gratuito' must agree with the feminine plural noun 'cure', therefore it becomes 'gratuite'.",https://www.lawlessitalian.com/grammar/adjectives/agreement
"Studiando ogni giorno, riuscirà sicuramente a superare l'esame.","___ ogni giorno, riuscirà sicuramente a superare l'esame.","By studying every day, he/she will surely pass the exam.",,,Studiando,Studiato,Studierà,Studia,A,B2,Costruzioni con gerundio/participio,The gerund (gerundio presente) 'studiando' expresses the means or manner by which the main action will be accomplished. It corresponds to 'by + -ing' in English.,https://www.lawlessitalian.com/grammar/gerund
Ha fatto riparare la macchina dal meccanico.,Ha ___ riparare la macchina dal meccanico.,He/She had the car repaired by the mechanic.,,,fatto,faceva,fare,farà,A,B2,Verbi causativi (fare + infinito),"The causative construction 'fare + infinitive' means to have something done by someone else. When conjugated in compound tenses, 'fare' becomes 'fatto' while the following verb remains in the infinitive.",https://www.lawlessitalian.com/grammar/verbs/causative
Avrei preferito che mi avesse chiamato prima.,___ preferito che mi avesse chiamato prima.,I would have preferred that he/she had called me earlier.,,,Avrei,Avevo,Avrò,Ho,A,B2,Condizionale passato,The condizionale passato (conditional perfect) is formed with the conditional of avere/essere + past participle. It expresses a past action that would have happened under certain conditions or a polite preference about the past.,https://www.lawlessitalian.com/grammar/conditional/past
Marco se ne va sempre prima della fine delle riunioni.,Marco ___ sempre prima della fine delle riunioni.,Marco always leaves before the end of meetings.,,,se ne va,se lo va,si va,va via,A,B2,"Verbi pronominali (andarsene, cavarsela, farcela, ecc.)",The pronominal verb 'andarsene' means 'to go away/leave' and requires both reflexive pronoun 'se' and partitive pronoun 'ne'.,https://www.lawlessitalian.com/grammar/pronominal-verbs/
Il riscaldamento globale rappresenta la più grave minaccia ambientale del nostro secolo.,Il riscaldamento globale rappresenta la più grave ___ del nostro secolo.,Global warming represents the most serious environmental threat of our century.,,,questione sociale,minaccia ambientale,preoccupazione economica,sfida tecnologica,B,B2,Ambiente (dibattito),"In environmental debate vocabulary, 'minaccia ambientale' (environmental threat) is the precise term for discussing climate change impacts.",https://www.lawlessitalian.com/vocabulary/environment/
"Quando avrò finito questo progetto, potrò finalmente rilassarmi.","Quando ___ questo progetto, potrò finalmente rilassarmi.","When I have finished this project, I will finally be able to relax.",,,finirò,avrò finito,ho finito,finivo,B,B2,Futuro anteriore,The futuro anteriore (future perfect) 'avrò finito' expresses a future action that will be completed before another future action.,https://www.lawlessitalian.com/grammar/future-perfect/
Il nuovo sistema sanitario dovrebbe garantire cure gratuite a tutti i cittadini.,Il nuovo sistema sanitario dovrebbe garantire ___ a tutti i cittadini.,The new healthcare system should guarantee free treatment to all citizens.,,,medicine costose,cure gratuite,ospedali privati,assicurazioni sanitarie,B,B2,Sanità e società,"In healthcare and society vocabulary, 'cure gratuite' (free treatment/care) refers to universal healthcare access.",https://www.lawlessitalian.com/vocabulary/health/
Il professore ci ha fatto ripetere l'esercizio tre volte.,Il professore ci ha fatto ___ l'esercizio tre volte.,The teacher made us repeat the exercise three times.,,,ripetendo,ripetere,di ripetere,che ripetiamo,B,B2,Verbi causativi (fare + infinito),The causative construction 'fare + infinitive' expresses 'to make/have someone do something' and requires the bare infinitive.,https://www.lawlessitalian.com/grammar/causative-verbs/
Avresti dovuto chiamarmi prima di venire qui.,___ chiamarmi prima di venire qui.,You should have called me before coming here.,,,Dovresti,Avresti dovuto,Hai dovuto,Dovevi,B,B2,Condizionale passato,The condizionale passato 'avresti dovuto' expresses obligation or necessity that was not fulfilled in the past ('should have').,https://www.lawlessitalian.com/grammar/conditional-perfect/
Da giovane sognava di diventare chirurgo e salvare vite umane.,Da giovane sognava di diventare ___ e salvare vite umane.,"When he was young, he dreamed of becoming a surgeon and saving human lives.",,,chirurgo,chirurga,chirurghi,chirurghe,A,B2,Professioni (carriere),"With masculine subject 'Da giovane' referring to a male person, the profession chirurgo remains masculine singular.",https://www.lawlessitalian.com/grammar/nouns-professions
L'avvocatessa ha difeso il cliente con grande competenza durante il processo.,L'___ ha difeso il cliente con grande competenza durante il processo.,The female lawyer defended the client with great competence during the trial.,feminine profession,,avvocato,avvocatessa,avvocati,avvocate,B,B2,Professioni (carriere),"The feminine form 'avvocatessa' is used for female lawyers, agreeing with the feminine article 'l''.",https://www.lawlessitalian.com/grammar/nouns-professions
Il nuovo ponte viene costruito da un'impresa specializzata.,Il nuovo ponte ___ costruito da un'impresa specializzata.,The new bridge is being built by a specialized company.,,,è,viene,va,sta,B,B2,Passivo con essere/venire; si passivante (avanzato),"The passive voice can be formed with 'venire' + past participle, emphasizing the action in progress.",https://www.lawlessitalian.com/grammar/passive-voice
"Per ottenere il permesso di soggiorno, devi presentare tutti i documenti richiesti in questura.","Per ottenere il permesso di soggiorno, devi presentare tutti i documenti richiesti in ___.","To obtain the residence permit, you must submit all required documents at the police station.",,,municipio,questura,prefettura,tribunale,B,B2,Burocrazia (pratiche),The questura (police station) is where foreigners must apply for residence permits in Italy.,https://www.lawlessitalian.com/vocabulary/government
"La prego di inviarmi i documenti il prima possibile, grazie.","___ prego di inviarmi i documenti il prima possibile, grazie.","Please send me the documents as soon as possible, thank you.",formal,,Ti,La,Vi,Le,B,B2,Registro e toni (formale/informale),"In formal situations, 'La prego' is used to address someone politely with the Lei form.",https://www.lawlessitalian.com/grammar/formal-informal
L'intelligenza artificiale solleva importanti questioni sulla privacy dei dati personali.,L'intelligenza artificiale solleva importanti questioni sulla ___ dei dati personali.,Artificial intelligence raises important questions about personal data privacy.,,,sicurezza,privacy,protezione,riservatezza,B,B2,Tecnologia (privacy/AI/social),Privacy is the most common term used in Italian when discussing data protection and artificial intelligence.,https://www.lawlessitalian.com/vocabulary/technology
Speravo che tu avessi capito l'importanza di questo progetto.,Speravo che tu ___ capito l'importanza di questo progetto.,I hoped that you had understood the importance of this project.,,,hai,avevi,avessi,avresti,C,B2,Congiuntivo passato,"After 'speravo che' (past tense), the congiuntivo passato 'avessi capito' is required for past actions.",https://www.lawlessitalian.com/grammar/subjunctive-past
Credo che abbiano già preso una decisione definitiva.,Credo che ___ già preso una decisione definitiva.,I believe they have already made a final decision.,,,hanno,abbiano,avevano,avessero,B,B2,Congiuntivo passato,"After 'credo che' (present tense), the congiuntivo passato 'abbiano preso' expresses a completed action.",https://www.lawlessitalian.com/grammar/subjunctive-past
Dubito che sia riuscito a completare tutto il lavoro in tempo.,Dubito che ___ riuscito a completare tutto il lavoro in tempo.,I doubt that he managed to complete all the work on time.,,,è,sia,fosse,sarà,B,B2,Congiuntivo passato,"After 'dubito che' (doubt), the congiuntivo passato 'sia riuscito' is used for completed past actions.",https://www.lawlessitalian.com/grammar/subjunctive-past
Il mio sogno è diventare ingegnere aerospaziale e lavorare per l'ESA.,Il mio sogno è diventare ___ aerospaziale e lavorare per l'ESA.,My dream is to become an aerospace engineer and work for ESA.,,,ingegnere,ingegnera,ingegner,ingegneri,A,B2,Professioni (carriere),"The noun 'ingegnere' remains masculine even when referring to a female engineer in traditional usage, though 'ingegnera' is increasingly accepted.",https://www.lawlessitalian.com/grammar/nouns-professions
Il documento viene firmato dal direttore ogni mattina.,Il documento ___ firmato dal direttore ogni mattina.,The document is signed by the director every morning.,,,è,viene,va,sta,B,B2,Passivo con essere/venire; si passivante (avanzato),"The passive voice can be formed with 'venire' + past participle, emphasizing the action or process rather than the state.",https://www.lawlessitalian.com/grammar/passive-voice
"Per rinnovare il passaporto, devo presentare tutti i documenti richiesti in questura.","Per rinnovare il passaporto, devo presentare tutti i documenti ___ in questura.","To renew my passport, I must present all the required documents at the police station.",,,richiedenti,richiesti,richiedere,richieste,B,B2,Burocrazia (pratiche),The past participle 'richiesti' agrees with the masculine plural noun 'documenti' when used as an adjective.,https://www.lawlessitalian.com/grammar/past-participle-agreement
La prego di inviarmi una conferma scritta entro venerdì prossimo.,___ prego di inviarmi una conferma scritta entro venerdì prossimo.,Please send me written confirmation by next Friday.,formal,,Ti,La,Vi,Le,B,B2,Registro e toni (formale/informale),"In formal contexts, 'La prego' (with capital L) is the polite form to address someone respectfully using the Lei form.",https://www.lawlessitalian.com/grammar/polite-form
Questo social network raccoglie troppi dati personali senza il nostro consenso esplicito.,Questo social network raccoglie troppi ___ personali senza il nostro consenso esplicito.,This social network collects too much personal data without our explicit consent.,,,informazioni,dati,notizie,dettagli,B,B2,Tecnologia (privacy/AI/social),"In technology contexts, 'dati' is the standard term for 'data,' especially when referring to personal information.",https://www.lawlessitalian.com/vocabulary/technology
Spero che abbiate capito l'importanza di questa decisione.,Spero che ___ capito l'importanza di questa decisione.,I hope you (plural) understood the importance of this decision.,,,avete,abbiate,avreste,aveste,B,B2,Congiuntivo passato,"After 'sperare che' expressing hope about a past action, use the congiuntivo passato: auxiliary verb in congiuntivo presente + past participle.",https://www.lawlessitalian.com/grammar/subjunctive-past
È possibile che sia già arrivato a destinazione.,È possibile che ___ già arrivato a destinazione.,It's possible that he has already arrived at his destination.,,,è,sia,fosse,sarà,B,B2,Congiuntivo passato,"Expressions of possibility like 'è possibile che' require the congiuntivo. For recent past actions, use congiuntivo passato: sia/abbia + past participle.",https://www.lawlessitalian.com/grammar/subjunctive-past
Penso che abbiano fatto bene a cambiare strategia.,Penso che ___ fatto bene a cambiare strategia.,I think they did well to change strategy.,,,hanno,abbiano,avevano,avranno,B,B2,Congiuntivo passato,"The verb 'pensare che' requires the subjunctive mood. For completed past actions, use congiuntivo passato: abbiano + past participle.",https://www.lawlessitalian.com/grammar/subjunctive-past
"Da ingegnere biomedico, sviluppo dispositivi che migliorano la qualità della vita dei pazienti.","Da ___ biomedico, sviluppo dispositivi che migliorano la qualità della vita dei pazienti.","As a biomedical engineer, I develop devices that improve patients' quality of life.",,,ingegnere,ingegnera,tecnico,dottore,A,B2,Professioni (carriere),"In Italian, 'ingegnere' remains unchanged in gender and is used for both male and female engineers in professional contexts.",https://www.lawlessitalian.com/grammar/nouns-gender
La psicologa forense analizza il comportamento criminale per aiutare nelle indagini giudiziarie.,La ___ forense analizza il comportamento criminale per aiutare nelle indagini giudiziarie.,The forensic psychologist analyzes criminal behavior to help in judicial investigations.,,,psichiatra,psicologa,criminologa,avvocata,B,B2,Professioni (carriere),The feminine form 'psicologa' agrees with the feminine article 'la' and refers specifically to a female psychologist.,https://www.lawlessitalian.com/grammar/feminine-professions
Credo che sia stato licenziato per aver violato il regolamento aziendale.,Credo che ___ stato licenziato per aver violato il regolamento aziendale.,I believe he was fired for violating company regulations.,,,è,sia stato,sia,fosse,C,B2,Congiuntivo passato,The congiuntivo passato 'sia stato' is used after 'credo che' to express a belief about a completed past action.,https://www.lawlessitalian.com/grammar/subjunctive-past
Dubito che abbiano già approvato la sua domanda di cittadinanza.,Dubito che ___ già approvato la sua domanda di cittadinanza.,I doubt they have already approved his citizenship application.,,,hanno,avevano,abbiano,avessero,C,B2,Congiuntivo passato,The congiuntivo passato 'abbiano approvato' is required after 'dubito che' when expressing doubt about a completed action.,https://www.lawlessitalian.com/grammar/subjunctive-past
Suppongo che si siano trasferiti in un'altra città per motivi di lavoro.,Suppongo che ___ trasferiti in un'altra città per motivi di lavoro.,I suppose they moved to another city for work reasons.,,,sono,si sono,si siano,si fossero,C,B2,Congiuntivo passato,The congiuntivo passato 'si siano trasferiti' is used after 'suppongo che' with reflexive verbs to express supposition about past actions.,https://www.lawlessitalian.com/grammar/subjunctive-past
Questi documenti vengono elaborati dal sistema informatico automaticamente.,Questi documenti ___ elaborati dal sistema informatico automaticamente.,These documents are processed by the computer system automatically.,,,sono,vengono,si,erano,B,B2,Passivo con essere/venire; si passivante (avanzato),"The passive with 'venire' emphasizes the process or action being performed, particularly suitable with ongoing or repeated actions.",https://www.lawlessitalian.com/grammar/passive-voice
Per rinnovare il permesso di soggiorno devo presentare tutta la documentazione entro la scadenza.,Per rinnovare il permesso di soggiorno devo ___ tutta la documentazione entro la scadenza.,To renew the residence permit I must submit all the documentation before the deadline.,,,consegnare,presentare,portare,dare,B,B2,Burocrazia (pratiche),"In bureaucratic contexts, 'presentare documentazione' is the standard formal expression for submitting official documents.",https://www.lawlessitalian.com/vocabulary/bureaucracy
Le scrivo per informarla dell'esito della sua candidatura al nostro programma di formazione.,___ scrivo per informarla dell'esito della sua candidatura al nostro programma di formazione.,I am writing to you to inform you of the outcome of your application to our training program.,formal,,Ti,Le,Vi,La,B,B2,Registro e toni (formale/informale),"In formal correspondence, 'Le' is used as the indirect object pronoun with the formal 'Lei' form.",https://www.lawlessitalian.com/grammar/formal-italian
L'intelligenza artificiale solleva questioni etiche riguardo la privacy dei dati personali.,L'intelligenza artificiale ___ questioni etiche riguardo la privacy dei dati personali.,Artificial intelligence raises ethical questions regarding personal data privacy.,,,porta,solleva,crea,produce,B,B2,Tecnologia (privacy/AI/social),'Sollevare questioni' is the idiomatic Italian expression for 'to raise questions' in formal and academic contexts.,https://www.lawlessitalian.com/vocabulary/technology
"Se avessi studiato di più, avresti superato l'esame senza problemi.","Se avessi studiato di più, ___ superato l'esame senza problemi.","If you had studied more, you would have passed the exam without problems.",,,avresti,avessi,saresti,fossi,A,B2,Periodo ipotetico II e III,"In the third conditional (periodo ipotetico del terzo tipo), the main clause uses the conditional perfect 'avresti superato'.",https://www.lawlessitalian.com/grammar/conditional-sentences
Mi ha detto che sarebbe arrivato entro le otto di sera.,Mi ha detto che ___ arrivato entro le otto di sera.,He told me that he would arrive by eight in the evening.,,,sarà,sarebbe,era,fosse,B,B2,Concordanza dei tempi (casi tipici),"After a past reporting verb 'mi ha detto', future actions are expressed with the conditional 'sarebbe'.",https://www.lawlessitalian.com/grammar/sequence-of-tenses
I mezzi pubblici elettrici riducono l'inquinamento atmosferico nelle città.,I mezzi pubblici elettrici riducono l'___ atmosferico nelle città.,Electric public transportation reduces atmospheric pollution in cities.,,,inquinamento,traffico,rumore,consumo,A,B2,Trasporti (norme/sostenibilità),Inquinamento atmosferico (atmospheric pollution) is the environmental impact reduced by electric public transport.,https://www.lawlessitalian.com/vocabulary/environment
È importante che tutti rispettino le regole del condominio.,È importante che tutti ___ le regole del condominio.,It's important that everyone respects the building rules.,,,rispettano,rispettino,rispetteranno,rispettavano,B,B2,Congiuntivo presente,"After 'è importante che', the present subjunctive 'rispettino' is required.",https://www.lawlessitalian.com/grammar/subjunctive-present
"Benché il tempo sia brutto, usciremo lo stesso.","Benché il tempo ___ brutto, usciremo lo stesso.","Although the weather is bad, we'll go out anyway.",,,è,sia,era,sarà,B,B2,Congiuntivo presente,"After 'benché' (although), the present subjunctive 'sia' is always required.",https://www.lawlessitalian.com/grammar/subjunctive-present
L'opera lirica italiana ha influenzato profondamente la musica classica mondiale.,L'opera ___ italiana ha influenzato profondamente la musica classica mondiale.,Italian opera has profoundly influenced world classical music.,,,lirica,musicale,teatrale,classica,A,B2,Cultura,"Opera lirica specifically refers to operatic art form, distinguishing it from other musical genres.",https://www.lawlessitalian.com/vocabulary/arts-culture
Le chiedo gentilmente di confermare la sua partecipazione all'evento.,___ chiedo gentilmente di confermare la sua partecipazione all'evento.,I kindly ask you to confirm your participation in the event.,formal,,Ti,Le,Vi,La,B,B2,Registro e toni (formale/informale),"In formal contexts, 'Le chiedo' uses the indirect object pronoun for the Lei form.",https://www.lawlessitalian.com/grammar/formal-informal
L'azienda ha lanciato una nuova piattaforma di e-commerce per espandere il mercato online.,L'azienda ha lanciato una nuova ___ di e-commerce per espandere il mercato online.,The company launched a new e-commerce platform to expand the online market.,,,piattaforma,strategia,campagna,applicazione,A,B2,Business & e-commerce,Piattaforma di e-commerce refers to an online platform or system for conducting electronic commerce.,https://www.lawlessitalian.com/vocabulary/business
L'azienda ha investito molto denaro a causa della crescente concorrenza nel mercato.,L'azienda ha investito molto denaro ___ della crescente concorrenza nel mercato.,The company invested a lot of money because of the growing competition in the market.,,,per causa,a causa,di causa,con causa,B,B2,Preposizioni complesse e locuzioni,The complex preposition 'a causa di' means 'because of' and indicates a causal relationship.,https://www.lawlessitalian.com/grammar/prepositions
Il governo ha approvato una nuova legge per la tutela dei diritti dei consumatori.,Il governo ha approvato una nuova legge per la ___ dei diritti dei consumatori.,The government approved a new law for the protection of consumer rights.,,,protezione,tutela,difesa,sicurezza,B,B2,Politica e diritto (lessico generale),"In legal contexts, 'tutela' is the specific term for legal protection or safeguarding of rights.",https://www.lawlessitalian.com/vocabulary/politics-law
La nostra startup ha lanciato una piattaforma di e-commerce innovativa.,La nostra ___ ha lanciato una piattaforma di e-commerce innovativa.,Our startup launched an innovative e-commerce platform.,,,ditta,società,startup,impresa,C,B2,Business & e-commerce,The term 'startup' is commonly used in Italian business contexts to refer to new technology companies.,https://www.lawlessitalian.com/vocabulary/business
Il nostro fatturato è aumentato del venti percento rispetto all'anno scorso.,Il nostro ___ è aumentato del venti percento rispetto all'anno scorso.,Our turnover increased by twenty percent compared to last year.,,,ricavo,guadagno,fatturato,profitto,C,B2,Business & e-commerce,"In business Italian, 'fatturato' specifically refers to turnover or total revenue, distinct from profit ('profitto').",https://www.lawlessitalian.com/vocabulary/business
Mi ha detto che sarebbe venuto alla festa se avesse avuto tempo.,Mi ha detto che ___ venuto alla festa se avesse avuto tempo.,He told me that he would have come to the party if he had had time.,,,era,sarebbe,fosse,aveva,B,B2,Discorso indiretto (avanzato),"In indirect speech, the conditional tense is maintained when reporting what someone said they would do.",https://www.lawlessitalian.com/grammar/indirect-speech
"Con più tempo a disposizione, avrei organizzato meglio il progetto.","Con più tempo a disposizione, ___ organizzato meglio il progetto.","With more time available, I would have organized the project better.",,,ho,avevo,avrei,avrò,C,B2,Condizionale passato,The condizionale passato (would have + past participle) is formed with the conditional of avere/essere + past participle.,https://www.lawlessitalian.com/grammar/conditional-past
"Se fossi stato più attento, non avrei commesso quell'errore.","Se fossi stato più attento, non ___ commesso quell'errore.","If I had been more careful, I wouldn't have made that mistake.",,,ho,avevo,avrei,avrò,C,B2,Condizionale passato,"In hypothetical past situations (periodo ipotetico del terzo tipo), the main clause uses condizionale passato.",https://www.lawlessitalian.com/grammar/conditional-past
Credo che Marco sia già partito.,Credo che Marco ___ già partito.,I think Marco has already left.,,,sia,è,aveva,fosse,A,B2,Congiuntivo passato,"The verb 'credere' (to believe) expresses an opinion, which requires the subjunctive. To refer to a completed past action, the past subjunctive (congiuntivo passato) is used, formed with the present subjunctive of 'essere' + the past participle: 'sia partito'.",https://www.lawlessitalian.com/grammar/subjunctive/
Temo che abbiano sbagliato strada.,Temo che ___ sbagliato strada.,I'm afraid they took the wrong road.,,,abbiano,hanno,avevano,avessero,A,B2,Congiuntivo passato,"The verb 'temere' (to fear) expresses an emotion, which requires the subjunctive. For a completed past action, the past subjunctive (congiuntivo passato) 'abbiano sbagliato' is the correct form.",https://www.lawlessitalian.com/grammar/subjunctive/
È possibile che non abbia ricevuto il messaggio.,È possibile che non ___ il messaggio.,It's possible he didn't receive the message.,,,abbia ricevuto,ha ricevuto,aveva ricevuto,avesse ricevuto,A,B2,Congiuntivo passato,"The impersonal expression 'È possibile che' expresses uncertainty and requires the subjunctive. For a completed past action, the past subjunctive (congiuntivo passato) 'abbia ricevuto' is the correct form.",https://www.lawlessitalian.com/grammar/subjunctive/
Spero che tu abbia fatto bene il lavoro.,Spero che ___ bene il lavoro.,I hope you did the work well.,,,tu abbia fatto,hai fatto,avevi fatto,avessi fatto,A,B2,Congiuntivo passato,"Verbs of hope like 'sperare' require the subjunctive. To refer to a past action, the past subjunctive (congiuntivo passato) is used: 'abbia fatto'.",https://www.lawlessitalian.com/grammar/subjunctive/
Dubito che abbia capito tutto quello che dice.,Dubito che ___ tutto quello che dice.,I doubt he understood everything he says.,,,abbia capito,ha capito,aveva capito,avesse capito,A,B2,Congiuntivo passato,The verb 'dubitare' (to doubt) expresses uncertainty and therefore requires the subjunctive. The past subjunctive 'abbia capito' is used to express doubt about a completed past action.,https://www.lawlessitalian.com/grammar/subjunctive/
Mi sembra che abbia cantato molto bene.,Mi sembra che ___ molto bene.,It seems to me that she sang very well.,,,abbia cantato,ha cantato,aveva cantato,avesse cantato,A,B2,Congiuntivo passato,"The impersonal expression 'mi sembra che' (it seems to me) conveys a subjective opinion and requires the subjunctive. For a past action, the past subjunctive 'abbia cantato' is used.",https://www.lawlessitalian.com/grammar/subjunctive/
Non credo che abbiano letto tutto il libro.,Non credo che ___ tutto il libro.,I don't think they read the whole book.,,,abbiano letto,hanno letto,avevano letto,avessero letto,A,B2,Congiuntivo passato,Expressing a negative opinion with 'non credo che' requires the subjunctive. The past subjunctive 'abbiano letto' is used to refer to the completed past action of reading.,https://www.lawlessitalian.com/grammar/subjunctive/
È probabile che sia arrivato in ritardo.,È probabile che ___ in ritardo.,It's probable that he arrived late.,,,sia arrivato,è arrivato,era arrivato,fosse arrivato,A,B2,Congiuntivo passato,"The expression 'È probabile che' indicates probability, not certainty, and therefore requires the subjunctive. The past subjunctive 'sia arrivato' is used for the completed past action.",https://www.lawlessitalian.com/grammar/subjunctive/
Ho l'impressione che non abbia capito niente.,Ho l'impressione che non ___ niente.,I have the impression that he didn't understand anything.,,,abbia capito,ha capito,aveva capito,avesse capito,A,B2,Congiuntivo passato,Subjective expressions like 'Ho l'impressione che' require the subjunctive. The past subjunctive 'abbia capito' is used to express an impression about a past event.,https://www.lawlessitalian.com/grammar/subjunctive/
Penso che tu abbia fatto una buona scelta.,Penso che ___ una buona scelta.,I think you made a good choice.,,,tu abbia fatto,hai fatto,avevi fatto,avessi fatto,A,B2,Congiuntivo passato,"The verb 'pensare' (to think), when expressing a subjective opinion, requires the subjunctive. The past subjunctive 'tu abbia fatto' is used to refer to a choice made in the past.",https://www.lawlessitalian.com/grammar/subjunctive/
È impossibile che abbia detto la verità.,È impossibile che ___ la verità.,It's impossible that he told the truth.,,,abbia detto,ha detto,aveva detto,avesse detto,A,B2,Congiuntivo passato,"Expressions of impossibility, such as 'È impossibile che', require the subjunctive mood. The past subjunctive 'abbia detto' is used for the past action of telling.",https://www.lawlessitalian.com/grammar/subjunctive/
Pare che abbia fatto un errore.,Pare che ___ un errore.,It seems he made a mistake.,,,abbia fatto,ha fatto,aveva fatto,avesse fatto,A,B2,Congiuntivo passato,The impersonal expression 'pare che' (it seems that) expresses an opinion and requires the subjunctive. 'Abbia fatto' is the correct past subjunctive form.,https://www.lawlessitalian.com/grammar/subjunctive/
Sembra che siano tornati a casa presto.,Sembra che ___ a casa presto.,It seems they went home early.,,,siano tornati,sono tornati,erano tornati,fossero tornati,A,B2,Congiuntivo passato,"The expression 'Sembra che' (It seems that) requires the subjunctive mood. Since 'tornare' uses 'essere' as its auxiliary, the correct past subjunctive is 'siano tornati'.",https://www.lawlessitalian.com/grammar/subjunctive/
Credo che abbia comprato la macchina nuova.,Credo che ___ la macchina nuova.,I think he bought the new car.,,,abbia comprato,ha comprato,aveva comprato,avesse comprato,A,B2,Congiuntivo passato,"The verb 'credere' (to believe) expresses a personal opinion and requires the subjunctive. For a past action, the past subjunctive 'abbia comprato' is the correct form.",https://www.lawlessitalian.com/grammar/subjunctive/
